COUNTRY,Treaty Description,Treaty Name,Signature Date,"Ratification Date, Accession(a), Succession(d) Date"
Japan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,10 May 2002,24 Jan 2005
Jordan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,04 Dec 2006
Kazakhstan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,24 Aug 2001
Kenya,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,
Kiribati,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,16 Sep 2015 (a)
Kuwait,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,26 Aug 2004 (a)
Kyrgyzstan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,12 Feb 2003 (a)
Lao People's Democratic Republic,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,20 Sep 2006 (a)
Latvia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,01 Feb 2002,22 Feb 2006
Lebanon,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,10 Oct 2001,08 Nov 2004
Lesotho,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,24 Sep 2003
Liberia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,22 Sep 2004,
Libya,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,18 Jun 2004 (a)
Liechtenstein,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,30 Jan 2013
Lithuania,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,05 Aug 2004 (a)
Luxembourg,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,02 Sep 2011
Madagascar,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,22 Sep 2004
Malawi,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,07 Oct 2009
Malaysia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,12 Apr 2012 (a)
Maldives,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,10 May 2002,10 May 2002
Mali,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,16 May 2002 (a)
Malta,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,28 Sep 2010
Marshall Islands,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,29 Jan 2019 (a)
Mauritania,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,23 Apr 2007 (a)
Mauritius,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,11 Nov 2001,14 Jun 2011
Mexico,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,15 Mar 2002
Micronesia (Federated States of),Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 May 2002,23 Apr 2012
Monaco,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,26 Jun 2000,24 Sep 2008
Mongolia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,12 Nov 2001,27 Jun 2003
Montenegro,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,23 Oct 2006 (d)
Morocco,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,02 Oct 2001
Mozambique,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,06 Mar 2003 (a)
Myanmar,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,16 Jan 2012 (a)
Namibia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,16 Apr 2002
Nauru,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,
Nepal,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,20 Jan 2006
Netherlands,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,23 Aug 2005
New Zealand,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,07 Sep 2000,20 Sep 2011
Nicaragua,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,02 Dec 2004 (a)
Niger,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,27 Mar 2002,26 Oct 2004
Nigeria,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,27 Sep 2010
Niue,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
North Macedonia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,17 Jul 2001,17 Oct 2003
Norway,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,13 Jun 2000,02 Oct 2001
Oman,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,17 Sep 2004 (a)
Pakistan,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,26 Sep 2001,05 Jul 2011
Palau,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
Panama,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,31 Oct 2000,09 Feb 2001
Papua New Guinea,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
Paraguay,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,13 Sep 2000,18 Aug 2003
Peru,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,01 Nov 2000,08 May 2002
Philippines,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,28 May 2002
Poland,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,13 Feb 2002,04 Feb 2005
Portugal,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,16 May 2003
Qatar,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,14 Dec 2001 (a)
Republic of Korea,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,24 Sep 2004
Republic of Moldova,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Feb 2002,12 Apr 2007
Romania,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,06 Sep 2000,18 Oct 2001
Russian Federation,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,26 Sep 2012,24 Sep 2013
Rwanda,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,14 Mar 2002 (a)
Saint Kitts and Nevis,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
Saint Lucia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,22 Sep 2011,08 Oct 2013
Saint Vincent and the Grenadines,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,15 Sep 2005 (a)
Samoa,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,29 Apr 2016 (a)
San Marino,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,05 Jun 2000,26 Sep 2011
Sao Tome and Principe,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
Saudi Arabia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,18 Aug 2010 (a)
Senegal,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,05 Nov 2003
Serbia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Oct 2001,10 Oct 2002
Seychelles,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,23 Jan 2001,11 Dec 2012
Sierra Leone,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,08 Sep 2000,17 Sep 2001
Singapore,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,,
Slovakia,Optional Protocol to the Convention on the Rights of the Child on the sale of children child prostitution and child pornography,CRC-OP-SC,30 Nov 2001,25 Jun 2004
